ZONEID,TIMESTAMP,U10,V10,U100,V100
1,2013-07-01 14:00:00,3.58184155829486,-2.56287352566156,6.45274045513836,-4.10007011323406
1,2013-07-01 15:00:00,3.51068259916139,-2.56584996423155,6.48899384636947,-4.2295765858361
1,2013-07-01 16:00:00,3.7020344220413,-2.63480412443618,6.58849783506765,-4.24737605363448
1,2013-07-01 17:00:00,3.99205202859366,-2.71616011201574,6.9186350998957,-4.30998107830466
1,2013-07-01 18:00:00,4.17084638809708,-2.64770202490611,7.16778074601593,-4.18477102896431
1,2013-07-01 19:00:00,3.98308241189617,-2.58420466874645,7.17395153601272,-4.21545976654773
1,2013-07-01 20:00:00,3.73372706770579,-2.68838001869589,6.93406207488766,-4.47324516224846
1,2013-07-01 21:00:00,3.56270637600687,-2.92203044643963,6.55764388508372,-4.78995293410937
1,2013-07-01 22:00:00,3.39527353098695,-3.06341127851388,6.32161116770666,-5.10788825547361
1,2013-07-01 23:00:00,3.40185124989844,-3.30003814482761,6.49130789261827,-5.49211125001804
1,2013-07-02 00:00:00,3.47061831124591,-3.50094774830153,5.95753455789628,-5.48658727725302
1,2013-07-02 01:00:00,5.2853027173805,-4.04249036888567,8.49249500067255,-6.45304419472535
1,2013-07-02 02:00:00,4.90444641504164,-3.71041413627449,7.95445274898866,-5.86599526949528
1,2013-07-02 03:00:00,6.11626192248346,-3.2686341482471,9.19483626181149,-4.95656068971941
1,2013-07-02 04:00:00,6.43563201927232,-3.12928072920491,9.71807680093187,-4.71707420348539
1,2013-07-02 05:00:00,5.58974897787081,-2.67069926512279,8.6723358083193,-4.05326678907775
1,2013-07-02 06:00:00,4.9796625499863,-2.15924256757431,8.31117402176945,-3.38270462762248
1,2013-07-02 07:00:00,3.8353027826139,-1.79702251027669,7.2831950842331,-3.00198252130173
1,2013-07-02 08:00:00,3.05508462092598,-1.79504586603495,6.67188435535979,-3.30963054592544
1,2013-07-02 09:00:00,2.84794177310218,-1.81876559693575,6.60157622068308,-3.50306193865292
1,2013-07-02 10:00:00,3.13328552313036,-2.03372565822425,6.54162928480083,-3.60745348393441
1,2013-07-02 11:00:00,2.8682381904682,-2.06831693245458,6.35882813464138,-3.89913574280919
1,2013-07-02 12:00:00,2.85570216797743,-2.26103974602357,6.11089944920244,-4.18774766211686
1,2013-07-02 13:00:00,2.72914803616577,-2.3178682679734,5.98212454989983,-4.41740906173615
1,2013-07-02 14:00:00,2.61871164755654,-2.3697551793189,5.90515564456954,-4.57276824383155
1,2013-07-02 15:00:00,2.57931271972838,-2.47847061261423,5.77194023149787,-4.69435369068883
1,2013-07-02 16:00:00,2.25457004187205,-2.60991745468949,5.26646174745372,-5.19911751552054
1,2013-07-02 17:00:00,2.15070014123418,-2.96818422350365,4.76098326340957,-5.76160372421378
1,2013-07-02 18:00:00,2.18830820870651,-3.34671159579557,4.501953293548,-6.09688480494142
1,2013-07-02 19:00:00,2.17517523276379,-3.47272266620606,4.55819980128937,-6.47208030004139
1,2013-07-02 20:00:00,2.27068778507448,-3.58835635434746,4.69289538561739,-6.60410490142681
1,2013-07-02 21:00:00,2.12622504970456,-3.56809575086969,4.41536327505142,-6.60717524099391
1,2013-07-02 22:00:00,1.95430245554533,-3.83939017304758,4.05790191664245,-7.12790483157456
1,2013-07-02 23:00:00,1.95310854864145,-4.34936438741476,3.70932158577159,-7.48160794970481
1,2013-07-03 00:00:00,2.05936626308708,-4.84698457527111,3.49247649671605,-7.80153733259693
1,2013-07-03 01:00:00,2.22721653638903,-5.61262486843337,3.52322349193548,-8.51710248633419
1,2013-07-03 02:00:00,2.45101741036482,-6.1271328268237,3.77031800791048,-9.14368568145541
1,2013-07-03 03:00:00,2.5520211755861,-6.27396078965288,3.91101059965952,-9.33166063999177
1,2013-07-03 04:00:00,2.48496473394542,-6.38947087675395,3.85402757862855,-9.591245106542
1,2013-07-03 05:00:00,2.14255777881767,-6.19627618882082,3.45060796071017,-9.58080205328998
1,2013-07-03 06:00:00,1.86133982668704,-5.77897566288526,3.35277870336497,-9.76181497632499
1,2013-07-03 07:00:00,1.53192505712717,-5.44586734832267,3.04164132304542,-10.1153869221434
1,2013-07-03 08:00:00,1.34081419845122,-5.48816681683856,2.76832453190572,-10.4878558214655
1,2013-07-03 09:00:00,1.55497570894116,-5.7317954864637,3.06282085298613,-10.7981636895255
1,2013-07-03 10:00:00,1.92378613796493,-5.9359717671846,3.6669417308189,-10.9742037300595
1,2013-07-03 11:00:00,2.1605791975086,-5.90709424540934,4.09658362390197,-10.8344657317825
1,2013-07-03 12:00:00,2.21254793978013,-5.89489247564514,4.23324201947182,-10.7464457115155
1,2013-07-03 13:00:00,2.32612478780904,-5.85462663542329,4.43444755390861,-10.6619067089991
1,2013-07-03 14:00:00,2.42629034750982,-5.80256575109605,4.63161889216622,-10.5420602407259
1,2013-07-03 15:00:00,2.34582261754099,-5.78914380435543,4.51361865392509,-10.5102337927198
1,2013-07-03 16:00:00,2.19746024041098,-5.72691477855802,4.29476351120437,-10.4003330894485
1,2013-07-03 17:00:00,2.06544287093088,-5.67444716857197,4.02396809267666,-10.3530907056894
1,2013-07-03 18:00:00,2.2385323109159,-5.35435407509119,4.30938747235391,-9.86773737359549
1,2013-07-03 19:00:00,2.43006227235211,-4.92566523070905,4.70473869791392,-9.16258263495907
1,2013-07-03 20:00:00,2.27708976485929,-4.70766027758873,4.53429390934341,-8.74237406362777
1,2013-07-03 21:00:00,2.01095951209782,-4.70562664929469,4.0406091519158,-8.75977915238114
1,2013-07-03 22:00:00,1.85589149080373,-4.82317036468979,3.68862553528201,-8.79608119463816
1,2013-07-03 23:00:00,1.98246052440053,-5.32873035858638,3.53936027665221,-8.97013208217183
1,2013-07-04 00:00:00,1.88606688954204,-5.24006416496654,3.58323216010084,-9.30381249798639
1,2013-07-04 01:00:00,2.43422181727843,-6.93074830535632,4.46525125371257,-11.7479898535621
1,2013-07-04 02:00:00,3.2317750948191,-6.55887046893597,5.463190532252,-10.4174204627523
1,2013-07-04 03:00:00,3.47588219365485,-6.15904103043173,6.00634753261127,-10.094481220181
1,2013-07-04 04:00:00,3.51649833278887,-5.81349441336575,6.26452087830306,-9.82826782299209
1,2013-07-04 05:00:00,3.74583592648498,-5.56192999461081,6.38069888386437,-9.09182702329182
1,2013-07-04 06:00:00,3.50583146796579,-4.62413348991242,6.21189323475819,-7.85480551784934
1,2013-07-04 07:00:00,4.07979084825355,-4.63547616901892,7.06634771155738,-7.72543078276686
1,2013-07-04 08:00:00,4.69887927202354,-5.29821270538461,8.04045560434064,-8.71763548182249
1,2013-07-04 09:00:00,5.29458264598911,-5.66198862815746,8.74546743296053,-9.27842519889155
1,2013-07-04 10:00:00,5.98546727529903,-5.44080638558065,9.86951446112634,-8.87089478338174
1,2013-07-04 11:00:00,6.67758269670392,-4.63385578628942,11.0710134929997,-7.32287631860637
1,2013-07-04 12:00:00,6.64763342239298,-4.1311320444619,11.079453775455,-6.67202188211451
1,2013-07-04 13:00:00,7.33482567541799,-3.52672928635823,11.9939832038478,-5.57134144364357
1,2013-07-04 14:00:00,7.8144243284247,-3.21926166343552,12.8578709375088,-4.9722369011847
1,2013-07-04 15:00:00,6.41583424450693,-3.21156484547039,10.9905825660726,-5.10111404113225
1,2013-07-04 16:00:00,6.97953702400327,-2.42000788210942,11.7695709879773,-3.93773661565979
1,2013-07-04 17:00:00,6.11387991720758,-2.47753146900669,10.5685684433072,-3.81930897354583
1,2013-07-04 18:00:00,5.53745895272989,-1.9091822266344,10.0944231642001,-2.83058744043472
1,2013-07-04 19:00:00,5.36596858749738,-1.53244324202554,9.83674630571161,-2.20759833149909
1,2013-07-04 20:00:00,5.52843314403344,-1.54500120817917,9.90426856535408,-2.15783881800583
1,2013-07-04 21:00:00,5.28678762938763,-1.30558965989548,9.72652614658934,-1.69159217657397
1,2013-07-04 22:00:00,4.41374577002212,-1.51056807517729,8.72411848322063,-2.23446846878545
1,2013-07-04 23:00:00,4.67795580640905,-2.14130205263534,8.32941115663414,-3.13461806787855
1,2013-07-05 00:00:00,4.61641620166054,-2.37220659158916,8.0781886317879,-3.39784589425791
1,2013-07-05 01:00:00,6.30855796008985,-2.70602939511354,9.50589232594891,-4.12730464469911
1,2013-07-05 02:00:00,7.37204388404899,-2.31889126404972,11.0215841909457,-3.49728501540662
1,2013-07-05 03:00:00,7.21769236353376,-2.3354417789465,10.6993226028272,-3.60440146868675
1,2013-07-05 04:00:00,6.98873102875414,-2.05768096372227,10.7160174731693,-2.99405628999673
1,2013-07-05 05:00:00,6.62357717587285,-2.17317477419763,10.2576673965047,-3.32633590017181
1,2013-07-05 06:00:00,5.52219420339846,-1.90692736064073,9.57267180731726,-2.83403742509663
1,2013-07-05 07:00:00,5.07848292703244,-2.02925725335606,9.37030974256469,-3.27605674863216
1,2013-07-05 08:00:00,4.56529372838846,-2.4361840435356,8.81735540062829,-4.13167674483299
1,2013-07-05 09:00:00,4.43660166780543,-3.00321907565138,8.58767445713412,-5.17529704679078
1,2013-07-05 10:00:00,4.32962145793426,-3.17592010066126,8.36305256525877,-5.61250706017904
1,2013-07-05 11:00:00,4.0967125139343,-3.38388091827733,7.98564731449522,-6.01867516261674
1,2013-07-05 12:00:00,4.1211876911004,-3.37812421744367,7.83994662787337,-5.87920516834588
1,2013-07-05 13:00:00,4.12671434400887,-3.24464071686311,7.81768680075059,-5.68595834242827
1,2013-07-05 14:00:00,4.08013255520888,-2.82224279319311,7.81515727494118,-5.01877586199778
1,2013-07-05 15:00:00,4.05881546541905,-2.69055826162307,7.72105891483124,-4.6528310807918
1,2013-07-05 16:00:00,4.08960681733769,-2.78878196959744,7.46152956678606,-4.59424493899778
1,2013-07-05 17:00:00,3.75287575084283,-2.81540671095313,7.05680543728092,-4.77306383447358
1,2013-07-05 18:00:00,3.68458211133098,-2.87909021392553,6.88327996675559,-4.80366853541075
1,2013-07-05 19:00:00,3.65734360771064,-2.69883351907146,6.98496690429376,-4.58768678879695
1,2013-07-05 20:00:00,3.73984864041571,-2.55635517343831,7.05629953211904,-4.2396676181399
1,2013-07-05 21:00:00,3.76274477389368,-2.24441394701421,7.00115586947397,-3.65249457015946
1,2013-07-05 22:00:00,3.58352331529032,-2.20519642258488,6.74921509885701,-3.56461535746842
1,2013-07-05 23:00:00,4.44883925638848,-2.49375105187222,7.55562792689601,-3.57510839778974
1,2013-07-06 00:00:00,5.24901964535105,-2.34803456202014,8.26844829998694,-3.24239157760127
1,2013-07-06 01:00:00,4.87007213250427,-2.49582849886199,7.36128630396622,-3.85796441950802
1,2013-07-06 02:00:00,5.15928761418775,-2.35074836289199,7.57106473696088,-3.59429982731828
1,2013-07-06 03:00:00,5.41641434646254,-1.40695985931997,7.8272152446175,-2.19623215579467
1,2013-07-06 04:00:00,5.1292825498056,-0.90839082062942,7.51530783766493,-1.37665935000206
1,2013-07-06 05:00:00,3.58693889316216,-1.51634567612274,5.75427309752562,-2.14921504320139
1,2013-07-06 06:00:00,3.967419779008,-1.36051886341423,6.2687823068704,-2.08514270349095
1,2013-07-06 07:00:00,2.76054941163718,-0.964043253739605,5.44567798162033,-1.73251435904137
1,2013-07-06 08:00:00,1.86789874626829,-0.684245848654609,4.85774632072743,-1.34992412911569
1,2013-07-06 09:00:00,1.57451589453174,-0.754099247454978,4.41941980547018,-1.4531773959872
1,2013-07-06 10:00:00,1.39573571925477,-0.99359661477053,4.17320617095541,-1.78275813622438
1,2013-07-06 11:00:00,1.35281180770809,-1.2169739669783,4.00979981262273,-2.00355418457909
1,2013-07-06 12:00:00,1.27446525071026,-1.23271017220256,4.02912151039855,-2.16119979739184
1,2013-07-06 13:00:00,1.19695216772305,-1.30832071925571,3.98716582379962,-2.50645290849345
1,2013-07-06 14:00:00,1.07234780313607,-1.31254262797441,3.73046326763512,-2.63413663583009
1,2013-07-06 15:00:00,1.15861236323475,-1.39621318258145,3.85633032743191,-2.96924880107825
1,2013-07-06 16:00:00,1.45907974406153,-1.63417531036293,3.94465808869281,-3.20617817238162
1,2013-07-06 17:00:00,1.48033333133222,-1.72513825275681,3.77131485721829,-3.22692101617277
1,2013-07-06 18:00:00,1.69161899302317,-2.17342819670644,3.77021076020252,-3.50856273964818
1,2013-07-06 19:00:00,1.8028877734403,-2.43787320645069,3.68409119297314,-3.81832254026271
1,2013-07-06 20:00:00,1.8083053545093,-2.57527714475032,3.49253036073855,-4.04649382196538
1,2013-07-06 21:00:00,1.8741498013479,-2.86006407832105,3.5654007637788,-4.85500377773604
1,2013-07-06 22:00:00,2.04251155149218,-3.27112446356938,3.63551092427964,-5.33762060994349
1,2013-07-06 23:00:00,2.88181988018169,-3.76009825517197,4.48290538387646,-5.61787947716616
1,2013-07-07 00:00:00,3.4139930359595,-3.26882160426827,5.266814265067,-4.86929329234772
1,2013-07-07 01:00:00,3.46434903857549,-3.57704577446639,5.03225501107942,-5.09685604805101
1,2013-07-07 02:00:00,3.30650405395695,-3.13103985333489,4.81078413982134,-4.52025025614127
1,2013-07-07 03:00:00,3.51114233255426,-2.70274535867432,5.01672753302073,-3.92889751303178
1,2013-07-07 04:00:00,3.63076180941549,-2.03413900939686,5.18058328832422,-2.87989771769044
1,2013-07-07 05:00:00,3.4640195083362,-1.46455563538868,5.08047191663007,-2.05800097082506
1,2013-07-07 06:00:00,3.47028058288266,-1.01573198731862,5.25086555743195,-1.40372790259669
1,2013-07-07 07:00:00,2.38480797467085,-0.524239902750426,5.12705435080612,-0.71012963116903
1,2013-07-07 08:00:00,1.9992575947049,-0.287148307491895,5.09068736272131,-0.136473229499232
1,2013-07-07 09:00:00,1.89314885765445,-0.325388887372303,4.97545713081213,-0.0445505670208672
1,2013-07-07 10:00:00,1.84668509391496,-0.407505501010232,4.64978870942341,0.0532708759373932
1,2013-07-07 11:00:00,1.65951191799987,-0.68686300034711,4.05811007181881,-0.0130904044614266
1,2013-07-07 12:00:00,1.17246622433349,-1.06645107221264,3.61802865420821,-0.634428615010376
1,2013-07-07 13:00:00,1.03340446335432,-1.27375526840643,3.60903906164792,-1.26412343123918
1,2013-07-07 14:00:00,0.972770899325487,-1.39089220256642,3.51015354348472,-1.46910605291553
1,2013-07-07 15:00:00,0.907853442185922,-1.52815575771609,3.40064396138663,-1.88497007674813
1,2013-07-07 16:00:00,0.897638004768021,-1.62717873298536,3.35610461642882,-2.51958054337685
1,2013-07-07 17:00:00,0.933227270611031,-1.69158392015236,3.3773527442986,-2.89071214857025
1,2013-07-07 18:00:00,1.06536889656517,-1.67789781787937,3.51301386839026,-2.91971448592973
1,2013-07-07 19:00:00,1.1517058192584,-1.67749528545958,3.57634963415595,-2.87547363233052
1,2013-07-07 20:00:00,1.12402527915828,-1.72378651373586,3.39492331157554,-2.87449050225054
1,2013-07-07 21:00:00,1.18993132701571,-1.6308015247635,3.28296202241555,-2.74422576665285
1,2013-07-07 22:00:00,1.37875215412723,-1.67387249368144,3.29113437928854,-2.55841418153616
1,2013-07-07 23:00:00,1.97289517556193,-1.53741400337135,2.69373509187285,-1.89430981250797
1,2013-07-08 00:00:00,2.59373014637889,-1.56559127275691,3.8734148064892,-1.8422039182689
1,2013-07-08 01:00:00,2.26370278800087,-1.01805199704064,3.04408557773038,-1.17923238345723
1,2013-07-08 02:00:00,2.91567138163524,-0.343360098915251,3.94362133974311,-0.450272996726175
1,2013-07-08 03:00:00,2.7490961132079,0.4392825029102,3.76045280135688,0.548254592749051
1,2013-07-08 04:00:00,2.56118137444664,0.815095960194371,3.52419193300362,1.16175464037371
1,2013-07-08 05:00:00,2.12547398016632,0.49849426949195,2.9227316806629,0.756179250038111
1,2013-07-08 06:00:00,1.65696113149208,-0.0718721351322588,2.43693686146463,0.0164567045767967
1,2013-07-08 07:00:00,1.09735740945222,-0.147598748175586,2.46651687387483,0.0052043113588005
1,2013-07-08 08:00:00,1.90411678789671,-0.157668776505816,2.35578144280075,0.471444778174034
1,2013-07-08 09:00:00,1.47987537767639,-0.0875813793274171,1.7740411987335,0.867235478754856
1,2013-07-08 10:00:00,0.665790509415785,-0.464200438878007,1.08990860401555,0.862343133877467
1,2013-07-08 11:00:00,0.320218489829416,-0.329262059252929,0.572637617765403,0.669584745708314
1,2013-07-08 12:00:00,0.193137166497654,-0.374778587305567,0.335997518483809,0.420564391449181
1,2013-07-08 13:00:00,0.172753194835417,-0.375584189571986,0.276079031806738,0.369684004724329
1,2013-07-08 14:00:00,0.116060273649819,-0.313552815057771,0.181271299722766,0.470955543686295
1,2013-07-08 15:00:00,0.0233769024980828,-0.303482786727541,0.0917728006354969,0.436219895056828
1,2013-07-08 16:00:00,-0.0887349416442232,-0.379612200904078,-0.0174457067252388,0.191602651187346
1,2013-07-08 17:00:00,-0.232378241951553,-0.515356182795574,-0.17596423476964,-0.0725839721916948
1,2013-07-08 18:00:00,-0.384939529861111,-0.558053102915748,-0.404261253627844,-0.193424890663219
1,2013-07-08 19:00:00,-0.492592380202303,-0.638210528424376,-0.571122862095635,-0.343619878399081
1,2013-07-08 20:00:00,-0.755673014468054,-0.854514736957709,-0.898399153249506,-0.601446453437515
1,2013-07-08 21:00:00,-1.18437341848949,-1.05792930922835,-1.4520763086199,-0.838725179990913
1,2013-07-08 22:00:00,-1.53440443187697,-1.23435620557397,-1.92573573811143,-1.15574912804576
1,2013-07-08 23:00:00,-1.32451322366737,-0.721590362998678,-2.44338595528991,-1.477665420978
1,2013-07-09 00:00:00,-1.44809105186968,-0.596722011703829,-2.75207993095533,-1.50897642819329
1,2013-07-09 01:00:00,-1.4006566196585,-0.993966419759057,-2.07612172844896,-1.61151789019568
1,2013-07-09 02:00:00,-1.43337681654646,-1.4356861325951,-1.94208040940753,-2.01561405491622
1,2013-07-09 03:00:00,-1.35598096621533,-1.9984141105411,-1.80841988956792,-2.73223063479833
1,2013-07-09 04:00:00,-1.14455815555466,-2.29421209192101,-1.54262204669599,-3.14262566059965
1,2013-07-09 05:00:00,-0.786838310731481,-2.63825519860619,-1.10660696060951,-3.68529676909726
1,2013-07-09 06:00:00,-0.495502711517528,-2.47374723035213,-0.742562923667439,-4.06177485061747
1,2013-07-09 07:00:00,-0.636451251957972,-1.548389908923,-1.01102636095213,-3.89509729586464
1,2013-07-09 08:00:00,-0.987249516670237,-2.21156265594721,-0.899071395616384,-3.84422187944298
1,2013-07-09 09:00:00,-0.690880041011982,-2.17241292311751,-0.489712253657465,-4.27448254403752
1,2013-07-09 10:00:00,-0.652811350401952,-2.00909131040374,-0.554448117967247,-4.72751601407793
1,2013-07-09 11:00:00,-0.700947793900585,-1.87898765281819,-0.941720906220477,-5.07492242907149
1,2013-07-09 12:00:00,-0.745623447343762,-1.9537280518567,-1.24445627166917,-5.50615214921691
1,2013-07-09 13:00:00,-0.760095842121129,-2.07117725034578,-1.27834740063135,-5.7193443704124
1,2013-07-09 14:00:00,-0.755061965676827,-2.16054936771458,-1.17248522252476,-5.69899420384374
1,2013-07-09 15:00:00,-0.719824830566716,-2.22738072981779,-1.01902314419039,-5.76004470354972
1,2013-07-09 16:00:00,-0.758208138454516,-2.22184440396309,-1.19609477303774,-5.91848528612001
1,2013-07-09 17:00:00,-0.695284682900746,-2.25387600355102,-1.18733639139583,-6.08855453530095
1,2013-07-09 18:00:00,-0.668542214290394,-2.25506235909131,-1.19228678101952,-6.19757328477592
1,2013-07-09 19:00:00,-0.554650759738071,-2.27681221066336,-1.0567222651708,-6.37103422838498
1,2013-07-09 20:00:00,-0.521615945572342,-2.34324812091981,-0.985512814430036,-6.57986569960147
1,2013-07-09 21:00:00,-0.620720388069529,-2.38832963145098,-1.28824817987873,-6.74266703215075
1,2013-07-09 22:00:00,-0.599641030459017,-2.41877942365185,-1.31985451362997,-6.77222322645285
1,2013-07-09 23:00:00,-0.596494857681328,-2.98111194975109,-1.05215267474893,-6.45243489465962
1,2013-07-10 00:00:00,-0.487008045017769,-3.28877348653393,-0.746370915685662,-6.20726384028481
1,2013-07-10 01:00:00,-0.222152315251272,-3.33705083333543,-0.295306818209452,-4.88623894391146
1,2013-07-10 02:00:00,0.14586196692942,-3.35755384933371,0.193939608176235,-4.73406369828051
1,2013-07-10 03:00:00,0.472373640441033,-3.12124790223491,0.632342778486547,-4.3348671397971
1,2013-07-10 04:00:00,0.394510339221166,-2.99301717505924,0.5316155730542,-4.14264577689485
1,2013-07-10 05:00:00,0.229969023435786,-2.84046083568222,0.307617454307027,-3.98499053626888
1,2013-07-10 06:00:00,0.138516372474716,-2.31329006840446,0.207849555593083,-3.76031074147305
1,2013-07-10 07:00:00,-0.0098646355103138,-1.86152869895088,0.0956106695398957,-4.03346741507099
1,2013-07-10 08:00:00,-0.495041149243543,-2.56002127787527,-0.319769139528737,-4.39683323704849
1,2013-07-10 09:00:00,-1.06359016003767,-2.21842018081921,-1.41865498545973,-4.90310046697306
1,2013-07-10 10:00:00,-0.934674977357604,-2.33692066311434,-1.51554496401846,-5.17372791211175
1,2013-07-10 11:00:00,-0.837713130555505,-2.38696192249997,-1.32991911400742,-5.3554108231005
1,2013-07-10 12:00:00,-0.885092214788349,-2.30286480603246,-1.6129145959364,-5.75713661004315
1,2013-07-10 13:00:00,-0.749198717376316,-2.27575912386524,-1.51362635058165,-5.92954568334802
1,2013-07-10 14:00:00,-0.786661249095309,-2.17498158760252,-1.53329213830892,-5.97844410022666
1,2013-07-10 15:00:00,-0.874441102829027,-2.16351379899331,-1.8460261285084,-6.11249320856639
1,2013-07-10 16:00:00,-0.795475962440955,-2.090884471135,-1.67718814606942,-5.89287187068904
1,2013-07-10 17:00:00,-0.66435710142448,-2.03424054558044,-1.32848015392982,-5.75502891966045
1,2013-07-10 18:00:00,-0.785559409927103,-2.09331703235514,-1.56207133986102,-6.0168040651918
1,2013-07-10 19:00:00,-0.811268990518569,-2.18436432373732,-1.69205740020467,-6.22082849423718
1,2013-07-10 20:00:00,-0.789599486877191,-2.17706664007692,-1.63306003702287,-6.18837006234359
1,2013-07-10 21:00:00,-0.722387297616645,-2.19930719980387,-1.45990517435107,-6.2284161796149
1,2013-07-10 22:00:00,-0.662887982533539,-2.22606537322535,-1.26372695043759,-6.30513610954518
1,2013-07-10 23:00:00,-0.726794654289468,-2.57843924139914,-1.17355211890768,-6.0252348267226
1,2013-07-11 00:00:00,-0.721652738171175,-3.23384073585258,-0.941879546413282,-5.95610258217004
1,2013-07-11 01:00:00,-1.19575345043428,-2.98058257358291,-1.59710627325582,-4.75182603206777
1,2013-07-11 02:00:00,-1.09017402211533,-3.46261895378697,-1.41613428500237,-5.09721444410678
1,2013-07-11 03:00:00,-0.924536730585975,-3.76520347401665,-1.20252013441142,-5.47573975176576
1,2013-07-11 04:00:00,-0.779173749567139,-3.88168976908774,-1.02778855954602,-5.64312355784617
1,2013-07-11 05:00:00,-0.672446718766467,-3.78549237826327,-0.911620864168476,-5.63930006989002
1,2013-07-11 06:00:00,-0.61353645803778,-3.36747098904422,-0.904900418981345,-5.6618161656318
1,2013-07-11 07:00:00,-0.502601551470773,-2.68254556637402,-0.974505029848057,-6.21962057523477
1,2013-07-11 08:00:00,-0.602825501541655,-2.49329906297025,-1.25916388670295,-6.54376738751738
1,2013-07-11 09:00:00,-0.690043290152957,-2.68849231417044,-1.43917581135824,-6.82967932023848
1,2013-07-11 10:00:00,-0.621187141249298,-2.82666674826377,-1.29660636703125,-7.05951342960269
1,2013-07-11 11:00:00,-0.45172450811418,-2.91236987827102,-0.893859687602487,-7.08797717327626
1,2013-07-11 12:00:00,-0.393961849867222,-2.92426337386386,-0.693206395586725,-7.12578722084265
1,2013-07-11 13:00:00,-0.444838893223814,-2.90257523484162,-0.794973136991849,-7.09137582923729
1,2013-07-11 14:00:00,-0.343849874831781,-2.92461318255777,-0.584719208994471,-7.13046037278906
1,2013-07-11 15:00:00,-0.243243390600323,-2.81897095699781,-0.334142609874309,-7.05951342960269
1,2013-07-11 16:00:00,-0.231002297461894,-2.61853057538901,-0.280859080176343,-6.79016994469158
1,2013-07-11 17:00:00,-0.211493055272524,-2.45796838488563,-0.207414214916985,-6.48981372413614
1,2013-07-11 18:00:00,-0.1040009561507,-2.32679012467045,0.0825249917278006,-6.27994671854294
