DATE,ZONEID,TARGETVAR_OBSERVED,TARGETVAR_PREDICTED
2013-07-10,Wind Farm 10,0.36723134332240964,0.3159734668197846
2013-07-10,Wind Farm 2,0.4045395654256614,0.33811134462583575
2013-07-10,Wind Farm 3,0.2626890886731529,0.23187012161101217
2013-07-10,Wind Farm 4,0.34218881274942253,0.2740248607432629
2013-07-10,Wind Farm 5,0.5518100086265769,0.42589332099667315
2013-07-10,Wind Farm 6,0.39420583149178895,0.4048323087424726
2013-07-10,Wind Farm 7,0.1769721850761273,0.18020303425437387
2013-07-10,Wind Farm 8,0.16739442023473042,0.1737984983273042
2013-07-10,Wind Farm 9,0.2169261747857172,0.1382514293359461
2013-07-11,Wind Farm 1,0.22195595145639088,0.22222967264510596
2013-07-11,Wind Farm 10,0.26896474976998086,0.21807513527930264
2013-07-11,Wind Farm 2,0.5803882143731197,0.43434791988129157
2013-07-11,Wind Farm 3,0.40845955701512665,0.27405246338124895
2013-07-11,Wind Farm 4,0.28569365679479103,0.16045625742470346
2013-07-11,Wind Farm 5,0.4782152720367108,0.22836218392354832
2013-07-11,Wind Farm 6,0.3843953234618673,0.23890446421619274
2013-07-11,Wind Farm 7,0.23169079374275658,0.20444655683264365
2013-07-11,Wind Farm 8,0.2471711854653779,0.19562774587435708
2013-07-11,Wind Farm 9,0.34249149330232137,0.2388166911405243
2013-07-12,Wind Farm 1,0.3028537353119405,0.2274236075556313
2013-07-12,Wind Farm 10,0.5705950612670833,0.47099317582358685
2013-07-12,Wind Farm 2,0.7542447186990029,0.5627326000837028
2013-07-12,Wind Farm 3,0.34060704921789525,0.2964653075846057
2013-07-12,Wind Farm 4,0.4894061121613105,0.5101592534460856
2013-07-12,Wind Farm 5,0.6983217863005162,0.6066691764603828
2013-07-12,Wind Farm 6,0.5943924478951247,0.5761141038180494
2013-07-12,Wind Farm 7,0.2657067628253787,0.2825004088991334
2013-07-12,Wind Farm 8,0.2691578443622294,0.31033381483527467
2013-07-12,Wind Farm 9,0.32979605461515266,0.29642902500419505
2013-07-13,Wind Farm 1,0.5105644719198001,0.5719144638163061
2013-07-13,Wind Farm 10,0.7952085593719853,0.8444564381031879
2013-07-13,Wind Farm 2,0.7979937801059266,0.5903163239389472
2013-07-13,Wind Farm 3,0.8399842545209965,0.8110882755723537
2013-07-13,Wind Farm 4,0.7044016488132746,0.7520534167803322
2013-07-13,Wind Farm 5,0.8048749895163124,0.778983360300805
2013-07-13,Wind Farm 6,0.8619875680977535,0.791799924115474
2013-07-13,Wind Farm 7,0.505090616703279,0.5118638349401824
2013-07-13,Wind Farm 8,0.5620310722564178,0.5342483417401797
2013-07-13,Wind Farm 9,0.8069679545160869,0.733588688100749
2013-07-14,Wind Farm 1,0.07510124304983448,0.25321272980131637
2013-07-14,Wind Farm 10,0.35447010779131416,0.32446110997161604
2013-07-14,Wind Farm 2,0.3216320675265588,0.2851367507020368
2013-07-14,Wind Farm 3,0.3965834228362371,0.3621678689287174
2013-07-14,Wind Farm 4,0.3212035286704473,0.48859505278828347
2013-07-14,Wind Farm 5,0.4730591699315864,0.5961752487325777
2013-07-14,Wind Farm 6,0.558990479116689,0.6886082197433118
2013-07-14,Wind Farm 7,0.08914407421823144,0.18941562403245557
2013-07-14,Wind Farm 8,0.11013607024457998,0.18885429607404172
2013-07-14,Wind Farm 9,0.26725029073523704,0.26780150249442586
2013-07-15,Wind Farm 1,0.02744433325511054,0.04820936946712711
2013-07-15,Wind Farm 10,0.043050567673486424,0.11388537101856332
2013-07-15,Wind Farm 2,0.05055966398955181,0.08852500194070222
2013-07-15,Wind Farm 3,0.02283681740390701,0.030019035664602258
2013-07-15,Wind Farm 4,0.06647106700273057,0.062117066834144946
2013-07-15,Wind Farm 5,0.11859633909636598,0.09672971388525414
2013-07-15,Wind Farm 6,0.08327129199607654,0.09721562005122836
2013-07-15,Wind Farm 7,0.026803274457758357,0.023914837827451057
2013-07-15,Wind Farm 8,0.0320056791561881,0.025530007977354524
2013-07-15,Wind Farm 9,0.017203611577723207,0.0198969021604736
2013-07-16,Wind Farm 1,0.18233705979941353,0.18034557946065988
2013-07-16,Wind Farm 10,0.45998999692111003,0.5041556366192786
2013-07-16,Wind Farm 2,0.6213395054182768,0.47694277124968565
2013-07-16,Wind Farm 3,0.09109081373124996,0.20546093874436167
2013-07-16,Wind Farm 4,0.3431789540012602,0.42382050611658534
2013-07-16,Wind Farm 5,0.4113237302756909,0.4646782573783376
2013-07-16,Wind Farm 6,0.21637359520686342,0.44086064190206264
2013-07-16,Wind Farm 7,0.181045251942627,0.21587913426021943
2013-07-16,Wind Farm 8,0.1979247416066434,0.1932583593693661
2013-07-16,Wind Farm 9,0.09459124779256568,0.12516365583241396
2013-07-17,Wind Farm 1,0.6995113085931006,0.6143240563829931
2013-07-17,Wind Farm 10,0.8328491641832277,0.8631861075743689
2013-07-17,Wind Farm 2,0.7485972431387661,0.6470591665364858
2013-07-17,Wind Farm 3,0.7837919168720742,0.7788859234124618
2013-07-17,Wind Farm 4,0.9096172022684309,0.8233567134557555
2013-07-17,Wind Farm 5,0.9058800756023624,0.8557388153642532
2013-07-17,Wind Farm 6,0.9146503232058238,0.8771331600183229
2013-07-17,Wind Farm 7,0.5825134599039753,0.5869205444170582
2013-07-17,Wind Farm 8,0.6591485301961838,0.5947775099457906
2013-07-17,Wind Farm 9,0.6834700865744926,0.6318655041663946
2013-07-18,Wind Farm 1,0.7046760799128146,0.779878900162389
2013-07-18,Wind Farm 10,0.7184818259889854,0.8755944245555064
2013-07-18,Wind Farm 2,0.7890365008747643,0.6262364373821675
2013-07-18,Wind Farm 3,0.9581736208878557,0.8697052079439133
2013-07-18,Wind Farm 4,0.9774600924175593,0.9469695372253212
2013-07-18,Wind Farm 5,0.9407761523070098,0.8569680201415196
2013-07-18,Wind Farm 6,0.8344057621630565,0.9233662676445747
2013-07-18,Wind Farm 7,0.5664240627926466,0.6723045695413495
2013-07-18,Wind Farm 8,0.49314087816637436,0.7217224729919227
2013-07-18,Wind Farm 9,0.8025692380583189,0.743003218514693
2013-07-19,Wind Farm 1,0.39602543686544606,0.33170598266217116
2013-07-19,Wind Farm 10,0.7925404575163721,0.7465614676519258
2013-07-19,Wind Farm 2,0.6036297642200809,0.4708599988412096
2013-07-19,Wind Farm 3,0.3698172642479359,0.32240973699517456
2013-07-19,Wind Farm 4,0.938694601974375,0.8778092651518256
2013-07-19,Wind Farm 5,0.925607379916849,0.8407356207544886
2013-07-19,Wind Farm 6,0.875978382040707,0.9018370561323866
2013-07-19,Wind Farm 7,0.3585821047651101,0.3348798272044154
2013-07-19,Wind Farm 8,0.40183934590921067,0.34432185152881495
2013-07-19,Wind Farm 9,0.29607076711030694,0.27661175558113343
2013-07-20,Wind Farm 1,0.6238879367510793,0.40443090558147365
2013-07-20,Wind Farm 10,0.41375596055540287,0.7662979669614924
2013-07-20,Wind Farm 2,0.3973066257597743,0.48190024854773345
2013-07-20,Wind Farm 3,0.29943273732268383,0.3183803603864904
2013-07-20,Wind Farm 4,0.8385974585171182,0.8792962836654515
2013-07-20,Wind Farm 5,0.8822580814253018,0.896606349986819
2013-07-20,Wind Farm 6,0.8907388040005829,0.940311243256405
2013-07-20,Wind Farm 7,0.5565667063135328,0.3019366573253922
2013-07-20,Wind Farm 8,0.6350478580981737,0.3059816299328588
2013-07-20,Wind Farm 9,0.4536061937373473,0.3194204532976425
2013-07-21,Wind Farm 1,0.18481555772264924,0.2283680945155524
2013-07-21,Wind Farm 10,0.7250331010189326,0.7705186642114548
2013-07-21,Wind Farm 2,0.44832804009846877,0.502377162344724
2013-07-21,Wind Farm 3,0.39078709711538234,0.35395495447940245
2013-07-21,Wind Farm 4,0.7911546943919346,0.8805906516310961
2013-07-21,Wind Farm 5,0.9466492637456115,0.8891748477660758
2013-07-21,Wind Farm 6,0.9175278595147777,0.9273067940480205
2013-07-21,Wind Farm 7,0.15846932030382144,0.20981628332528102
2013-07-21,Wind Farm 8,0.1566883539493096,0.20433928785582223
2013-07-21,Wind Farm 9,0.2766561140543567,0.17137357335080128
2013-07-22,Wind Farm 1,0.1798725115187738,0.18274960800291076
2013-07-22,Wind Farm 10,0.3594674887158285,0.37280440656008423
2013-07-22,Wind Farm 2,0.198358248714793,0.2220196111529971
2013-07-22,Wind Farm 3,0.30078519875470866,0.3445599328741393
2013-07-22,Wind Farm 4,0.6470738815374919,0.48298542087759483
2013-07-22,Wind Farm 5,0.7527965236092639,0.5649293444491891
2013-07-22,Wind Farm 6,0.7227933964382364,0.524510233018017
2013-07-22,Wind Farm 7,0.1529496147035175,0.2796130360916859
2013-07-22,Wind Farm 8,0.1913991266455877,0.2620194254990052
2013-07-22,Wind Farm 9,0.20413382435284466,0.1796208495260352
2013-07-23,Wind Farm 1,0.07659543875667944,0.15316888730188738
2013-07-23,Wind Farm 10,0.2582906235832742,0.2914423857081649
2013-07-23,Wind Farm 2,0.058777439477154976,0.11189704906878545
2013-07-23,Wind Farm 3,0.825672690505654,0.6983391538354611
2013-07-23,Wind Farm 4,0.11848219911783242,0.11933537402142702
2013-07-23,Wind Farm 5,0.2314749499778345,0.18753879649044194
2013-07-23,Wind Farm 6,0.28557479821793635,0.22688108919350894
2013-07-23,Wind Farm 7,0.06525365770075016,0.0950353476722416
2013-07-23,Wind Farm 8,0.06940061947826318,0.09592427332103655
2013-07-23,Wind Farm 9,0.15516647284317522,0.2120154774006107
2013-07-24,Wind Farm 1,0.0808187357346921,0.13897900542865885
2013-07-24,Wind Farm 10,0.27822958857955093,0.2641819313660619
2013-07-24,Wind Farm 2,0.42142765863521753,0.3200158085682947
2013-07-24,Wind Farm 3,0.24264565960357132,0.2159082525100052
2013-07-24,Wind Farm 4,0.20085066162570905,0.16830163215676094
2013-07-24,Wind Farm 5,0.3701381899763965,0.220809360669727
2013-07-24,Wind Farm 6,0.3080879253770736,0.26463425572266186
2013-07-24,Wind Farm 7,0.07621997461010858,0.11876069005777862
2013-07-24,Wind Farm 8,0.06120979142147151,0.11111051878751543
2013-07-24,Wind Farm 9,0.057204849894473886,0.07185724092919119
2013-07-25,Wind Farm 1,0.2293604881786875,0.26556990094568905
2013-07-25,Wind Farm 10,0.7262221173199997,0.5695192435907422
2013-07-25,Wind Farm 2,0.5119211778744256,0.39870346711705934
2013-07-25,Wind Farm 3,0.494577518973276,0.3416612652524345
2013-07-25,Wind Farm 4,0.18501890359168252,0.33837567458682893
2013-07-25,Wind Farm 5,0.5584398176437462,0.45118945852684705
2013-07-25,Wind Farm 6,0.47300807916080695,0.5402996313358682
2013-07-25,Wind Farm 7,0.20954131816121957,0.1991069650294954
2013-07-25,Wind Farm 8,0.1854137166776294,0.19689258541927965
2013-07-25,Wind Farm 9,0.29319647241245617,0.2762006882468338
2013-07-26,Wind Farm 1,0.2792958300686938,0.3259286071498852
2013-07-26,Wind Farm 10,0.500933179998624,0.5790813378327211
2013-07-26,Wind Farm 2,0.5875588978565798,0.548301567287726
2013-07-26,Wind Farm 3,0.36310372563489257,0.3695761530697798
2013-07-26,Wind Farm 4,0.5363237765175384,0.46674558108445524
2013-07-26,Wind Farm 5,0.610465490696476,0.5832653109509759
2013-07-26,Wind Farm 6,0.521273285197134,0.5564048744084489
2013-07-26,Wind Farm 7,0.2548431950778795,0.3091326563550199
2013-07-26,Wind Farm 8,0.25355882852281814,0.33173964744215906
2013-07-26,Wind Farm 9,0.36701016496532696,0.32599028880351577
2013-07-27,Wind Farm 1,0.8336152435154186,0.6560571943669001
2013-07-27,Wind Farm 10,0.8205345269923772,0.8949209460589392
2013-07-27,Wind Farm 2,0.8157735121841672,0.6226656538962203
2013-07-27,Wind Farm 3,0.9133843219478259,0.7828887544640565
2013-07-27,Wind Farm 4,0.8572319365679478,0.8598848580351403
2013-07-27,Wind Farm 5,0.894273136000383,0.8743580661768441
2013-07-27,Wind Farm 6,0.8975431630446341,0.8877245862730714
2013-07-27,Wind Farm 7,0.788144512663541,0.6380768149725909
2013-07-27,Wind Farm 8,0.8568053670630961,0.687030130995082
2013-07-27,Wind Farm 9,0.7876986690786918,0.7574796013199103
2013-07-28,Wind Farm 1,0.39128135815564596,0.4021933424562758
2013-07-28,Wind Farm 10,0.4289614036220804,0.6082979703673771
2013-07-28,Wind Farm 2,0.49451828674312576,0.4515413392053517
2013-07-28,Wind Farm 3,0.4243108678500614,0.4648791917924235
2013-07-28,Wind Farm 4,0.46430634320520925,0.5097769551147647
2013-07-28,Wind Farm 5,0.5759625522686699,0.5992970361398382
2013-07-28,Wind Farm 6,0.6091154480960204,0.6560351516184174
2013-07-28,Wind Farm 7,0.37395869350014527,0.3722099439431062
2013-07-28,Wind Farm 8,0.29047168997880035,0.3974177283347127
2013-07-28,Wind Farm 9,0.43204333031830094,0.4923581889877063
2013-07-29,Wind Farm 1,0.3151019565306082,0.26629145161178663
2013-07-29,Wind Farm 10,0.30113301678184484,0.2668628081953321
2013-07-29,Wind Farm 2,0.1692117317259891,0.117409403032666
2013-07-29,Wind Farm 3,0.2642869396403142,0.3190687262009523
2013-07-29,Wind Farm 4,0.3954132535181684,0.3810968565540902
2013-07-29,Wind Farm 5,0.49954433401627063,0.4733326410440686
2013-07-29,Wind Farm 6,0.569088937734132,0.5262770059204954
2013-07-29,Wind Farm 7,0.35476972932862916,0.30403432504503064
2013-07-29,Wind Farm 8,0.40637548056223277,0.30028338843608576
2013-07-29,Wind Farm 9,0.36457757246844963,0.27481634423557194
2013-07-30,Wind Farm 1,0.07042421803761996,0.02799883964210427
2013-07-30,Wind Farm 10,0.0007738601607207626,0.030630880285229627
2013-07-30,Wind Farm 2,0.006112542979149299,0.017034323213910723
2013-07-30,Wind Farm 3,0.014062441466588067,0.06652133400591113
2013-07-30,Wind Farm 4,0.0063208884688090465,0.03135116339056467
2013-07-30,Wind Farm 5,0.019779348333992277,0.05834337071730552
2013-07-30,Wind Farm 6,0.009770525834800663,0.05002906727888598
2013-07-30,Wind Farm 7,0.07079224991904713,0.04693282301964382
2013-07-30,Wind Farm 8,0.07005759528699808,0.046421102443537386
2013-07-30,Wind Farm 9,0.004915579101520421,0.012220585916782038
2013-07-31,Wind Farm 1,0.17275883672192163,0.10488831163949901
2013-07-31,Wind Farm 10,0.038418135899622015,0.08981483851538352
2013-07-31,Wind Farm 2,0.10135858421629933,0.13272564748514795
2013-07-31,Wind Farm 3,0.020179665564843265,0.08179852034747656
2013-07-31,Wind Farm 4,0.06951664566267586,0.05029449505761525
2013-07-31,Wind Farm 5,0.07682520997328163,0.07069426853728009
2013-07-31,Wind Farm 6,0.06628772211783508,0.08821311047942383
2013-07-31,Wind Farm 7,0.18505530179396443,0.19607280074812827
2013-07-31,Wind Farm 8,0.1900626661840177,0.19256911894603665
2013-07-31,Wind Farm 9,0.018677046991428668,0.03872527354719179
2013-08-01,Wind Farm 1,0.518932141701712,0.44536476106851636
2013-08-01,Wind Farm 10,0.7392256681363683,0.6788296608717918
2013-08-01,Wind Farm 2,0.5679955206767436,0.4573062149288514
2013-08-01,Wind Farm 3,0.45178547838213096,0.49686570917330736
2013-08-01,Wind Farm 4,0.5627494223902542,0.5061561999212846
2013-08-01,Wind Farm 5,0.5731166055617458,0.5422452132960282
2013-08-01,Wind Farm 6,0.5819663021984298,0.5676279843123607
2013-08-01,Wind Farm 7,0.5137201138681153,0.49041616938636906
2013-08-01,Wind Farm 8,0.515705490800074,0.5054886345117472
2013-08-01,Wind Farm 9,0.45546905284920514,0.48255105134716714
2013-08-02,Wind Farm 1,0.7651223086998992,0.6369874638876898
2013-08-02,Wind Farm 10,0.7233925032519707,0.68681426129274
2013-08-02,Wind Farm 2,0.3689230026904087,0.40010191218320035
2013-08-02,Wind Farm 3,0.4787008507992236,0.5092118757487288
2013-08-02,Wind Farm 4,0.6317278407897502,0.75820418051309
2013-08-02,Wind Farm 5,0.6800811062985992,0.7991522026758902
2013-08-02,Wind Farm 6,0.8677583972457587,0.8889759117746219
2013-08-02,Wind Farm 7,0.7644533072696915,0.7018572357645615
2013-08-02,Wind Farm 8,0.6632082710895911,0.7345824758686383
2013-08-02,Wind Farm 9,0.6660475082913379,0.5801344521187336
2013-08-03,Wind Farm 1,0.8333724741541143,0.7630658285592493
2013-08-03,Wind Farm 10,0.6641347853034992,0.550027164609081
2013-08-03,Wind Farm 2,0.42051649649393325,0.3408563627569603
2013-08-03,Wind Farm 3,0.64535881527796,0.6737291745175013
2013-08-03,Wind Farm 4,0.7690545578659947,0.7536108124236481
2013-08-03,Wind Farm 5,0.6383011783664616,0.8106233998444861
2013-08-03,Wind Farm 6,0.8142300177654879,0.8226217312548433
2013-08-03,Wind Farm 7,0.7339753374930412,0.7333162856231964
2013-08-03,Wind Farm 8,0.5313196866003139,0.7439087987367435
2013-08-03,Wind Farm 9,0.7248083301029414,0.6697451421052069
2013-08-04,Wind Farm 1,0.5499600485491024,0.48384906696130137
2013-08-04,Wind Farm 10,0.6185811892061178,0.6237798475165679
2013-08-04,Wind Farm 2,0.46039435887124225,0.42915482805536737
2013-08-04,Wind Farm 3,0.4328990253716671,0.44767496971015924
2013-08-04,Wind Farm 4,0.628235927326192,0.6687424476953286
2013-08-04,Wind Farm 5,0.6027794501755267,0.7233994463339871
2013-08-04,Wind Farm 6,0.7921910636839554,0.7902107502424179
2013-08-04,Wind Farm 7,0.5536431195291053,0.5375394272423206
2013-08-04,Wind Farm 8,0.6209646269623483,0.6443131730663822
2013-08-04,Wind Farm 9,0.5540282982297452,0.4821897036535694
2013-08-05,Wind Farm 1,0.7925515916548082,0.7441035966014651
2013-08-05,Wind Farm 10,0.6961608964574132,0.7050735766546677
2013-08-05,Wind Farm 2,0.5075198959277432,0.5068643486126918
2013-08-05,Wind Farm 3,0.7716529888009428,0.7139921363713907
2013-08-05,Wind Farm 4,0.8727289434992649,0.8383558460535983
2013-08-05,Wind Farm 5,0.7420956741310519,0.8398947751772873
2013-08-05,Wind Farm 6,0.9303851880738824,0.8795921833517869
2013-08-05,Wind Farm 7,0.8170278281651191,0.6209718579385375
2013-08-05,Wind Farm 8,0.8359693537378751,0.5880962730776748
2013-08-05,Wind Farm 9,0.7467373045613123,0.6865033179352588
2013-08-06,Wind Farm 1,0.1921452071114836,0.25127343567905824
2013-08-06,Wind Farm 10,0.1995884906227922,0.2858392017077566
2013-08-06,Wind Farm 2,0.20296286965710272,0.268545046223231
2013-08-06,Wind Farm 3,0.3080385634593206,0.21427204132565467
2013-08-06,Wind Farm 4,0.367858643142197,0.4228702910834196
2013-08-06,Wind Farm 5,0.4990497286222637,0.4424946404200021
2013-08-06,Wind Farm 6,0.502393023008473,0.430230521713941
2013-08-06,Wind Farm 7,0.20577953655311124,0.2367340015705712
2013-08-06,Wind Farm 8,0.22548665365129672,0.22662085832913378
2013-08-06,Wind Farm 9,0.2904716371624238,0.2586578246801445
2013-08-07,Wind Farm 1,0.41279650483441516,0.22686134278626724
2013-08-07,Wind Farm 10,0.2838624651985731,0.2570294849522836
2013-08-07,Wind Farm 2,0.13962059397652518,0.15585120293614266
2013-08-07,Wind Farm 3,0.5393762899751614,0.5945012041547132
2013-08-07,Wind Farm 4,0.39362791430371785,0.35489014560767873
2013-08-07,Wind Farm 5,0.5182195254184488,0.42827350623821964
2013-08-07,Wind Farm 6,0.4702679200986361,0.3828824108532749
2013-08-07,Wind Farm 7,0.359862860867663,0.32515084795839744
2013-08-07,Wind Farm 8,0.3818675132687484,0.3051479303119632
2013-08-07,Wind Farm 9,0.36935758280570247,0.2356297343246013
2013-08-08,Wind Farm 1,0.6079354891459282,0.41613629204014285
2013-08-08,Wind Farm 10,0.730173248009315,0.7511066042248838
2013-08-08,Wind Farm 2,0.753633224928719,0.5896799917678665
2013-08-08,Wind Farm 3,0.5571226811217326,0.42219036694964224
2013-08-08,Wind Farm 4,0.6578909367779878,0.6387257626732695
2013-08-08,Wind Farm 5,0.6578379042210319,0.6413575389329429
2013-08-08,Wind Farm 6,0.6555937651410405,0.6503699718600904
2013-08-08,Wind Farm 7,0.538323830039339,0.4495319754487594
2013-08-08,Wind Farm 8,0.5746788103737791,0.5044794567166534
2013-08-08,Wind Farm 9,0.4261263298445103,0.38384249781119056
2013-08-09,Wind Farm 1,0.5698869013630309,0.5736472210069149
2013-08-09,Wind Farm 10,0.4399668587259878,0.3182049648536089
2013-08-09,Wind Farm 2,0.1990132099748477,0.17848706868074662
2013-08-09,Wind Farm 3,0.49792868135114593,0.4597084308789367
2013-08-09,Wind Farm 4,0.49654090527200173,0.42241706238768084
2013-08-09,Wind Farm 5,0.6122634430825634,0.4668643914790847
2013-08-09,Wind Farm 6,0.5809585288127845,0.5231619553921159
2013-08-09,Wind Farm 7,0.6713208053855594,0.5471958718702364
2013-08-09,Wind Farm 8,0.7489100524757494,0.5968672745975592
2013-08-09,Wind Farm 9,0.600890511263298,0.5550322585496767
2013-08-10,Wind Farm 1,0.2825862173942965,0.2684132209771168
2013-08-10,Wind Farm 10,0.015717946013243347,0.12024765746946331
2013-08-10,Wind Farm 2,0.06507158894462949,0.12313911495918518
2013-08-10,Wind Farm 3,0.17640625066214563,0.19736121285637528
2013-08-10,Wind Farm 4,0.0024023314429741584,0.07048280270128264
2013-08-10,Wind Farm 5,0.0032357152271066214,0.09561212231646744
2013-08-10,Wind Farm 6,0.000144763120265655,0.10606447683256139
2013-08-10,Wind Farm 7,0.3104937756621737,0.27151542771696213
2013-08-10,Wind Farm 8,0.3633298904110544,0.30434240736143064
2013-08-10,Wind Farm 9,0.2946440108541154,0.2354447493170406
